# OTU	1070_H_p33_f93	1070_H_p43_f42	1070_H_p12_f22	1070_CCD_p31_f41	1070_H_p16_i35	1070_CCD_p34_f67	1070_ICD_p21_f88	1070_H_p13_f25	1070_ICD_p22_f39	1070_H_p21_f101	1070_UC_p39_f104	1070_H_p14_b27	1070_UC_p41_f102	1070_ICD_p10_f21	1070_ICD_p15_f30	1070_H_p41_f87	1070_H_p19_f70	1070_H_p16_dc35	1070_CCD_p9_f20	1070_H_p11_dc26	1070_H_p14_f27	1070_ICD_p15_f29	1070_CCD_p14_b28	1070_ICD_p15_i29	1070_H_p35_f78	1070_UC_p44_f54	1070_H_p29_f48	1070_CCD_p17_f32	1070_ICD_p18_i33	1070_UC_p40_f73	1070_CCD_p12_dc23	1070_CCD_p12_f23	1070_ICD_p10_dc18	1070_CCD_p14_f28	1070_H_p18_i36	1070_H_p42_f79	1070_H_p18_dc36	1070_H_p12_dc22	1070_H_p25_f58	1070_H_p13_a25	1070_H_p18_f36	1070_ICD_p15_i30	1070_CCD_p13_a24	1070_UC_p42_f76	1070_H_p1_f8	1070_H_p1_f1	1070_UC_p25_f115	1070_CCD_p11_i19	1070_CCD_p14_i28	1070_ICD_p10_i21	1070_H_p30_f85	1070_uiCD_p32_f91	1070_H_p38_f63	1070_UC_p19_f82	1070_H_p11_i26	1070_CCD_p13_dc24	1070_H_p34_f75	1070_H_p28_f55	1070_H_p46_f69	1070_ICD_p10_f18	1070_CCD_p11_f19	1070_UC_p26_f44	1070_CCD_p36_f114	1070_H_p36_f89	1070_H_p26_f94	1070_ICD_p10_i18	1070_H_p32_f98	1070_CCD_p11_dc19	1070_CCD_p17_i32	1070_CCD_p17_i34	1070_H_p31_f61	1070_H_p24_f68	1070_CCD_p13_f24	1070_ICD_p29_f110	1070_ICD_p28_f53	1070_ICD_p18_dc33	1070_H_p13_b25	1070_ICD_p16_i31	1070_UC_p20_f43	1070_UC_p20_f40	1070_H_p39_f105	1070_UC_p37_f52	1070_CCD_p17_f34	1070_ICD_p10_dc21	1070_CCD_p14_dc28	1070_ICD_p27_f64	1070_H_p13_dc25	1070_ICD_p16_f31	1070_H_p11_f26	1070_ICCD_p30_f57	1070_ICD_p33_f83	1070_ICD_p23_f112	1070_ICD_p18_f33	1070_UC_p46_f71	1070_UC_p45_f66	1070_CCD_p17_dc34	1070_UC_p38_f38	1070_H_p45_f80	1070_CCD_p9_f17	1070_H_p6_f11	1070_H_p6_f12	1070_H_p11_b26	1070_UC_p43_f51	1070_ICD_p23_f100	1070_ICD_p22_f116	1070_H_p44_f86	1070_H_p14_i27	1070_H_p37_f113	1070_H_p14_dc27	1070_H_p40_f81	1070_CCD_p35_f72	1070_UC_p24_f77	1070_H_p27_f103	1070_H_p16_f35	taxonomy
363625	0	0	0	0	6	0	0	1	0	0	0	12	3	28	4	0	0	4	0	0	12	4	1	0	0	0	4	4	0	0	19	0	0	0	0	0	49	2	0	72	2	0	1	0	0	0	0	15	0	0	0	0	0	0	0	8	14	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	4	0	0	1	0	0	8	0	0	24	0	0	1	1	4	32	4	0	0	28	0	0	0	10	0	0	0	230	0	0	0	0	0	27	0	0	7	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
531928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
363519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
546456	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
352902	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
350071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
198909	3	0	8	18	0	0	0	0	28	3	15	0	0	4	6	0	0	8	0	0	2	2	0	0	0	0	70	0	138	5	5	11	2	0	17	0	0	3	0	5	2	7	0	1	0	9	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	2	0	0	4	0	2	10	28	0	1	2	9	4	0	5	0	3	8	5	0	8	0	1	0	0	0	0	13	1	1	5	0	0	0	0	1	0	39	7	5	0	0	62	9	0	7	0	0	19	5	8	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
346771	66	0	7	0	11	24	69	8	6	81	0	32	55	0	27	0	0	7	5	3	1	22	3	0	9	0	10	3	2	63	15	6	0	0	16	0	1	12	0	0	5	3	2	1	7	1	1	39	3	0	5	34	0	83	1	10	6	1	40	2	12	4	1	0	0	31	0	29	6	16	0	1	24	8	1	4	63	0	9	1	2	1	31	13	0	7	0	10	0	9	8	7	29	3	39	4	0	0	0	1	3	28	0	14	7	0	0	2	0	0	1	3	4	53	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
337010	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
359993	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	5	0	0	4	0	0	0	0	0	0	0	50	0	0	0	0	58	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	85	0	0	0	1	0	0	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
276149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
305304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
4313430	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
366727	0	0	0	0	1	0	0	0	16	1	0	1	0	14	0	0	0	0	0	3	0	0	1	820	0	34	0	0	1	0	0	7	0	3	0	0	3	0	53	0	0	4	1	0	0	1	0	0	209	0	0	1	128	0	12	0	0	0	0	1	0	0	0	75	1	0	0	0	11	0	1	0	1	0	0	25	0	744	0	5	0	1	15	0	1	1	37	0	0	0	0	0	0	0	4	67	274	0	11	22	0	0	0	39	0	5	100	0	5	1	3	1	0	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
195123	0	0	1	5	125	2	2	2	10	252	4	0	42	33	19	0	10	35	12	64	8	0	21	0	56	0	7	14	41	2	23	49	32	5	126	0	3	14	174	0	53	82	36	2	91	15	53	8	67	680	0	0	31	20	89	1	41	138	12	10	23	1	14	0	51	0	1	34	17	11	0	0	4	0	18	16	31	7	4	14	3	0	41	0	154	89	0	0	9	3	219	101	38	6	141	309	0	26	25	89	31	9	0	0	10	6	1	69	2	16	44	20	0	12	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
365891	2	0	0	0	0	0	0	0	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
712677	24	0	91	1	1	16	3	10	2	16	0	59	0	2	4	31	0	1	1	1	0	4	12	0	0	0	9	0	0	0	16	13	3	0	0	14	23	0	10	0	0	17	0	22	1	1	71	15	26	0	18	2	14	7	0	7	31	3	13	6	1	1	5	0	0	5	0	0	18	17	21	4	1	16	1	0	16	0	13	0	2	83	0	0	22	0	3	0	1	2	8	0	6	0	1	2	15	0	0	0	0	2	0	0	0	9	10	1	0	0	2	0	0	10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
179625	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
158914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
180468	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	1	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
317677	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
183450	0	0	1	0	1	0	0	0	0	0	0	24	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
581658	0	0	0	5	5	0	1	0	0	0	0	0	0	0	0	0	19	1	0	0	15	0	0	0	2	0	0	0	0	2	0	2	1	0	1	0	0	0	0	23	2	0	0	0	2	0	1	1	0	0	1	0	0	2	7	0	3	0	0	0	0	3	0	0	1	0	1	7	1	0	0	0	1	0	8	0	0	0	1	0	0	9	2	2	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	7	0	0	0	8	1	0	8	0	3	0	0	5	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3576174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
191849	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
725198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
278550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
231510	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	0	0	0	4	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
850066	51	0	238	2	75	30	15	0	0	4	0	69	10	64	5	0	33	50	9	0	1	42	31	6	4	1	29	19	13	17	18	47	13	1	33	0	9	15	2	9	2	31	6	31	4	0	33	36	2	0	16	1	3	19	0	26	12	17	5	76	18	13	12	0	52	16	3	9	59	42	0	2	17	27	7	1	2	8	81	13	11	0	15	11	20	2	2	1	2	2	62	2	9	16	6	0	1	0	0	39	1	8	0	43	13	30	2	3	3	0	0	1	7	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
577710	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	53	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	5	0	2	0	4	5	0	0	0	0	0	0	0	68	0	0	0	0	0	0	1	0	48	24	0	0	20	1	0	0	1	0	1	8	0	0	0	4	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta
582951	3	0	3	9	8	0	0	2	4	4	0	11	2	13	1	0	0	2	0	0	0	0	0	0	4	0	12	3	5	1	1	0	1	2	6	0	2	0	0	2	0	37	2	0	2	8	1	2	43	0	1	7	49	1	0	1	6	0	0	2	0	2	5	0	2	1	2	5	24	16	1	0	2	9	4	1	1	1	5	10	7	2	2	3	1	1	0	1	0	1	2	0	0	0	1	0	1	0	2	65	3	4	0	0	12	20	0	0	1	5	20	1	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
352733	3	0	1	2	0	1	4	0	3	5	0	0	3	0	1	0	0	0	0	0	0	3	16	1	0	0	8	3	12	7	1	0	0	0	1	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	3	0	0	6	0	0	4	0	0	1	3	1	1	0	2	1	1	2	2	7	2	0	1	9	0	0	2	0	4	0	0	3	3	6	0	0	0	1	1	3	4	0	0	0	0	0	0	0	0	0	1	2	0	1	3	2	0	5	0	4	2	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
1105454	0	0	80	0	191	0	17	0	0	30	0	0	0	2	13	0	1	24	0	0	0	13	19	0	0	0	0	24	0	176	0	0	40	0	0	0	0	41	0	0	0	4	0	108	0	0	30	69	0	0	0	0	0	0	0	31	0	0	0	100	21	0	1	0	16	32	1	0	1	0	0	0	135	0	0	2	3	0	1	0	0	1	0	7	76	0	0	0	0	0	0	0	14	0	126	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	6	0	50	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
246930	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
317886	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1106362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
930834	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	4	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	4	1	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	40	0	0	0	0	0	23	0	0	0	217	0	0	0	0	2	0	2	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__fragi
325842	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	34	0	6	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
179107	0	0	0	0	1	1	5	1	1	2	0	0	7	0	0	0	0	0	1	0	0	2	1	0	0	0	18	4	0	2	2	1	0	0	4	0	1	2	0	0	0	0	3	0	0	0	0	3	0	0	0	4	0	4	0	0	5	0	0	3	4	1	0	0	0	4	2	0	5	3	0	1	1	6	0	0	1	0	5	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	2	0	0	6	1	0	0	0	0	0	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
569244	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
368698	1	0	2	0	5	0	9	3	4	2	3	0	4	32	0	0	0	18	1	124	0	3	1	37	1	0	7	7	7	4	1	1	1	0	12	0	5	1	14	0	7	6	26	2	2	47	4	1	110	0	0	12	52	0	29	1	3	0	4	7	2	34	0	2	13	1	1	7	2	41	1	1	1	0	7	39	5	0	1	19	3	4	4	0	1	0	44	1	0	2	0	5	7	0	0	6	15	99	0	49	13	2	0	46	1	2	14	4	10	20	111	0	0	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
29625	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
305059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
365735	6	0	0	2	8	0	10	2	4	7	0	1	16	15	1	0	0	8	0	15	0	1	0	22	3	1	1	0	0	8	2	7	5	0	12	0	1	2	0	14	6	10	17	1	1	14	0	3	19	0	2	0	11	2	39	2	12	7	1	11	3	0	1	4	4	1	0	8	10	6	4	0	1	8	5	62	2	11	4	5	0	34	0	4	1	5	156	2	0	0	2	0	1	0	0	7	49	7	11	9	0	1	0	3	11	8	21	3	0	9	17	2	0	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta
